userId	movieId	rating
5	60	3
5	62	5
5	104	2
5	110	4
5	140	2
5	141	5
5	150	5
5	224	2
5	235	3
5	260	5
5	282	4
5	316	4
5	318	5
5	350	4
5	364	5
5	367	3
5	368	5
5	370	4
5	376	4
5	377	5
5	380	5
5	440	5
5	454	5
5	457	5
5	475	4
5	480	4
5	491	4
5	500	5
5	508	5
5	515	3
5	529	4
5	531	5
5	587	4
5	588	5
5	589	5
5	590	5
5	593	3
5	594	5
5	595	5
5	608	3
5	631	3
5	648	3
5	671	5
5	708	3
5	720	5
5	736	5
5	780	5
5	788	3
5	832	5
5	1028	5
5	1035	5
5	1036	5
5	1042	4
5	1073	2
5	1079	5
5	1080	5
5	1097	5
5	1136	5
5	1196	5
5	1198	5
5	1210	5
5	1291	5
5	1393	5
6	1	5
6	3	3
6	7	5
6	17	5
6	52	5
6	62	5
6	135	3
6	140	4
6	141	5
6	260	4
6	494	4
6	628	4
6	648	5
6	653	4
6	708	4
6	719	3
6	733	3
6	736	2
6	743	3
6	762	3
6	780	3
6	788	4
6	802	3
6	1073	1
7	3	3
7	7	3
7	11	4
7	15	2
7	16	3
7	17	2
7	24	3
7	105	2
7	122	2
7	151	3
7	252	2
7	260	5
7	271	3
7	276	2
7	316	3
7	339	3
7	348	4
7	351	3
7	355	3
7	356	4
7	357	3
7	362	3
7	364	4
7	377	3
7	425	3
7	440	4
7	480	5
7	509	2
7	539	4
7	553	4
7	587	5
7	589	5
7	590	4
7	597	4
7	674	2
7	708	3
7	736	3
7	750	5
7	780	4
7	788	3
7	806	1
7	852	3
7	880	3
7	899	4
7	908	4
7	912	5
7	914	3
7	920	4
7	922	3
7	924	3
7	928	3
7	932	3
7	952	3
7	1017	4
7	1020	3
7	1077	5
7	1094	3
7	1095	1
7	1097	4
7	1101	3
7	1183	3
7	1196	5
7	1206	2
7	1210	5
7	1230	3
7	1247	4
7	1253	4
7	1256	5
7	1259	3
7	1265	4
7	1270	4
7	1271	4
7	1272	4
7	1301	3
7	1307	3
7	1343	3
7	1357	4
7	1385	4
7	1391	2
7	1393	3
7	1408	3
7	1409	2
7	1441	3
7	1449	4
7	1466	3
7	1513	2
7	1517	3
7	1544	4
7	1573	3
7	1580	3
7	1597	3
7	1617	3
7	1674	4
7	1682	2
7	1721	5
7	1777	4
7	1882	3
7	1888	3
7	1894	3
7	1911	4
7	1917	4
7	1932	3
7	1964	3
7	2011	4
7	2012	4
7	2013	3
7	2018	4
7	2028	5
7	2054	3
7	2067	3
7	2080	4
7	2081	3
7	2108	3
7	2112	3
7	2125	3
7	2146	3
7	2195	2
7	2243	3
7	2266	2
7	2297	3
7	2311	3
7	2316	3
7	2333	3
7	2346	3
7	2363	3
7	2367	3
7	2384	3
7	2385	2
7	2390	4
7	2396	3
7	2403	4
7	2405	4
7	2407	4
7	2424	3
7	2427	3
7	2463	4
7	2468	2
7	2469	3
7	2478	2
7	2498	2
7	2529	4
7	2535	3
7	2546	3
7	2558	3
7	2598	3
7	2628	4
7	2633	3
7	2640	4
7	2641	4
7	2642	3
7	2654	4
7	2657	2
7	2664	4
7	2671	4
7	2683	3
7	2694	3
7	2701	3
7	2716	4
7	2722	3
7	2723	3
7	2734	2
7	2752	4
7	2762	5
7	2770	2
7	2858	3
7	2861	3
7	2881	4
7	2908	4
7	2916	3
7	2942	5
7	2950	3
7	2959	4
7	2968	2
7	2987	4
7	2993	4
7	3004	2
7	3032	2
7	3033	2
7	3037	4
7	3039	3
7	3062	3
7	3074	3
7	3081	2
7	3086	4
7	3103	2
7	3108	3
7	3118	3
7	3156	3
7	3175	2
7	3176	2
7	3179	5
7	3185	3
7	3194	4
7	3199	2
7	3219	2
7	3235	3
7	3244	3
7	3334	3
7	3341	4
7	3354	3
7	3363	4
7	3408	4
7	3417	5
7	3448	4
7	3469	4
7	3479	5
7	3501	3
7	3510	4
7	3512	4
7	3524	4
7	3526	3
7	3527	3
7	3528	2
7	3578	5
7	3593	2
7	3671	4
7	3684	3
7	3699	4
7	3701	3
7	3717	2
7	3753	4
7	3754	2
7	3793	4
7	3798	2
7	3824	2
7	3826	4
7	3827	3
7	3844	3
7	3864	3
7	3911	4
7	3926	3
7	3932	4
7	3959	4
7	3977	4
7	3978	3
7	3987	4
7	3988	4
7	3994	3
7	4018	3
7	4019	4
7	4023	3
7	4041	4
7	4062	3
7	4155	3
7	4186	4
7	4270	3
7	4306	5
7	4308	4
7	4310	3
7	4317	3
7	4339	4
7	4349	3
7	4361	3
7	4368	3
7	4370	2
7	4464	2
7	4503	3
7	4545	4
7	4603	2
7	4626	4
7	4638	4
7	4639	2
7	4643	4
7	4661	2
7	4700	3
7	4736	3
7	4799	5
7	4848	1
7	4867	4
7	4874	4
7	4896	3
7	4963	5
7	4993	4
7	4994	4
7	4995	3
7	5009	3
8	1	4
8	3	5
8	6	3
8	10	4
8	19	1
8	21	4
8	39	3
8	47	5
8	48	4
8	110	5
8	150	4
8	153	3
8	161	4
8	165	3
8	168	3
8	172	1
8	173	3
8	185	2
8	207	4
8	208	3
8	231	3
8	236	4
8	253	4
8	266	5
8	276	3
8	277	4
8	288	5
8	292	4
8	296	5
8	316	2
8	329	3
8	338	2
8	339	4
8	344	3
8	349	5
8	350	4
8	353	3
8	355	2
8	356	5
8	357	4
8	364	4
8	367	3
8	372	4
8	377	4
8	380	4
8	381	4
8	434	5
8	442	4
8	454	4
8	457	5
8	480	4
8	500	4
8	508	3
8	527	5
8	539	4
8	550	4
8	551	4
8	552	3
8	553	5
8	587	4
8	588	3
8	589	5
8	590	5
8	592	4
8	593	5
8	595	3
8	597	5
8	610	4
8	648	5
8	733	4
9	356	4
9	858	5
9	1219	3
9	1911	3
9	1923	4
9	1997	5
9	2279	3
9	2605	2
9	2683	3
9	2688	3
9	2706	4
9	2710	3
9	2719	2
9	2722	2
9	2840	3
9	2841	4
9	2959	5
9	3016	2
9	3785	2
9	3798	5
9	3857	3
9	3908	2
9	3979	3
9	3994	3
9	3999	2
9	4022	4
9	4030	2
9	4034	1
9	4148	5
9	4369	4
9	4483	2
9	4502	1
9	4509	3
9	4519	2
9	4533	3
10	1	4
10	11	4
10	25	4
10	260	4
10	356	3
10	527	5
10	858	5
10	912	4
10	969	4
10	1094	3
10	1136	4
10	1196	4
10	1198	4
10	1204	3
10	1208	4
10	1210	4
10	1221	5
10	1222	3
10	1230	4
10	1240	4
10	1242	4
10	1247	5
10	1250	4
10	1304	3
10	1387	5
10	1721	4
10	1960	3
10	2028	4
10	2058	3
10	2194	4
10	2384	4
10	2529	3
10	2657	4
10	2797	4
10	2944	4
10	2948	4
10	3062	4
10	3107	3
11	1	4.5
11	10	2.5
11	19	3.5
11	32	5
11	39	4.5
11	65	2
11	110	4
11	145	3
11	150	5
11	153	3.5
11	158	4
11	160	4
11	165	4
11	170	5
11	172	5
11	173	5
11	185	4
11	208	4.5
11	231	4
11	253	4.5
11	256	5
11	260	5
11	286	0.5
11	296	3.5
11	316	3.5
11	318	5
11	344	3.5
11	356	5
11	364	4
11	367	4
11	377	4
11	380	5
11	384	3.5
11	405	3.5
11	410	4
11	441	1.5
11	442	4.5
11	480	5
11	500	4.5
11	519	1
11	527	4.5
11	531	4.5
11	541	4.5
11	546	5
11	551	5
11	586	4
11	587	4.5
11	588	5
11	589	4.5
11	592	4.5
11	593	5
11	595	4.5
11	597	4.5
11	608	3.5
11	610	4
11	611	3.5
11	616	4
11	631	2
11	648	4
11	653	4.5
11	671	0.5
11	673	5
11	736	5
11	741	4.5
11	761	3.5
11	780	5
11	784	3.5
11	828	4
11	858	2.5
11	880	5
11	968	5
11	1028	4
11	1029	3.5
11	1032	4
11	1036	4
11	1046	4.5
11	1064	3
11	1073	5
11	1077	0.5
11	1093	3
11	1097	4.5
11	1136	4.5
11	1168	4.5
11	1169	1.5
11	1196	5
11	1197	4
11	1198	4
11	1200	5
11	1210	4.5
11	1213	1.5
11	1214	5
11	1215	3
11	1225	5
11	1240	5
11	1253	4
11	1255	4
11	1270	5
11	1274	5
11	1291	4.5
11	1320	5
11	1321	4
11	1339	5
11	1367	3.5
11	1387	4
11	1391	4
11	1432	1
11	1527	4.5
11	1544	5
11	1580	5
11	1584	4
11	1591	5
11	1653	5
11	1676	4.5
11	1688	3
11	1690	5
11	1721	4
11	1748	5
11	1862	1
11	1876	4.5
11	1882	4
11	1917	5
11	1961	3.5
11	1977	0.5
11	1982	1
11	2004	4.5
11	2011	5
11	2012	5
11	2018	4
11	2023	2
11	2028	5
11	2042	4
11	2105	4.5
11	2107	0.5
11	2123	2.5
11	2124	3.5
11	2134	5
11	2140	5
11	2143	3
11	2153	3.5
11	2232	4.5
11	2240	4.5
11	2291	5
11	2294	3.5
11	2313	4.5
11	2355	4
11	2378	3
11	2396	4.5
11	2420	3
11	2428	5
11	2455	5
11	2571	5
11	2572	5
11	2600	5
11	2628	4.5
11	2641	3
11	2642	4
11	2683	0.5
11	2688	3.5
11	2706	4
11	2716	5
11	2717	4.5
11	2720	4
11	2722	4.5
11	2761	4.5
11	2762	5
11	2793	5
11	2810	3.5
11	2827	4
11	2840	4
11	2858	5
11	2916	5
11	2959	4.5
11	2985	3.5
11	2990	0.5
11	3000	5
11	3033	4
11	3054	4
11	3083	3.5
11	3113	5
11	3114	5
11	3159	5
11	3213	3
11	3247	4.5
11	3269	5
11	3300	4
11	3396	0.5
11	3438	4.5
11	3525	5
11	3527	4.5
11	3535	2
11	3578	4.5
11	3697	4.5
11	3702	4
11	3703	3
11	3704	3.5
11	3745	4.5
11	3752	3.5
11	3753	5
11	3793	5
11	3826	3.5
11	3863	3.5
11	3864	4
11	3892	4
11	3897	4
11	3969	5
11	3980	4
11	3988	4
11	3991	3
11	3994	5
11	4006	2
11	4015	2
11	4052	2.5
11	4054	4
11	4105	2
11	4133	3.5
11	4226	5
11	4232	2.5
11	4235	5
11	4246	3
11	4262	2
11	4299	5
11	4306	4.5
11	4340	4
11	4343	3
11	4366	4.5
11	4370	5
11	4388	5
11	4446	4.5
11	4492	4
11	4533	3.5
11	4571	5
11	4638	5
11	4643	4.5
11	4718	3
11	4792	4
11	4850	3
11	4868	2.5
11	4878	5
11	4887	5
11	4896	5
11	4973	3.5
11	4974	4.5
11	4993	5
11	4995	4
11	5046	4.5
11	5151	4
11	5152	4.5
11	5171	5
11	5219	5
11	5220	3
11	5225	4
11	5266	4.5
11	5283	4
11	5299	4.5
11	5323	3
11	5349	5
11	5377	5
11	5378	4.5
11	5400	3.5
11	5444	4.5
11	5445	4.5
11	5459	5
11	5463	4.5
11	5502	4.5
11	5618	4.5
11	5669	5
11	5782	4
11	5816	5
11	5882	5
11	5903	5
11	5952	5
11	5971	5
11	6016	5
11	6094	4
11	6250	5
11	6264	2.5
11	6281	5
11	6283	2.5
11	6287	1
11	6291	5
11	6294	4
11	6333	5
11	6365	5
11	6377	5
11	6378	3.5
11	6383	3
11	6502	5
11	6503	3.5
11	6534	4
11	6537	3.5
11	6539	5
11	6541	4
11	6548	2.5
11	6586	3
11	6624	2
11	6659	4.5
11	6711	2
11	6731	4.5
11	6795	2.5
11	6863	5
11	6874	4
11	6934	5
11	6953	4.5
11	6979	5
11	6996	4
11	7022	4.5
11	7099	4.5
11	7153	5
11	7163	4.5
11	7173	4.5
11	7254	5
11	7293	4.5
11	7345	2
11	7361	5
11	7439	3.5
11	7444	5
11	7458	4.5
11	7481	5
11	7541	4.5
11	7845	4
11	7846	3.5
11	8169	5
11	8361	4.5
11	8368	4
11	8371	4.5
11	8578	2
11	8622	3.5
11	8636	4.5
11	8640	4
11	8641	3
11	8644	5
11	8800	2
11	8810	5
11	8861	2.5
11	8865	4
11	8870	4.5
11	8907	4
11	8965	5
11	8972	4.5
11	8973	5
11	8977	3.5
11	26462	3
11	26509	5
11	26887	3.5
11	26913	4.5
11	27311	3
11	27338	2
11	27368	4
11	27441	5
11	27608	5
11	27660	5
11	27728	4.5
11	27793	0.5
11	27865	1
11	27904	5
11	30707	5
11	30793	5
11	30812	4
11	31184	5
11	31429	5
11	31553	4
11	31555	5
11	31658	5
11	31660	4.5
11	31878	5
11	32031	3.5
11	32213	4.5
11	33085	5
11	33166	4.5
11	33493	5
11	33585	5
11	33660	4
11	33679	4.5
11	33794	4
11	34048	5
11	34150	4
11	34319	4
11	34334	0.5
11	34338	4
11	34542	5
11	35836	5
11	36401	4
11	36509	3.5
11	36931	4.5
11	37380	2
11	37386	1.5
11	37830	5
11	39446	1.5
11	40339	3
11	41566	4.5
11	41569	5
11	41571	5
11	42718	3.5
11	43419	2
11	43556	5
11	43928	2.5
11	43932	3.5
11	43936	2.5
11	44189	1.5
11	44191	4
11	44225	0.5
11	44731	5
11	44828	0.5
11	44849	4.5
11	45361	5
11	45499	5
11	45722	4.5
11	46530	3
11	46578	5
11	47124	3.5
11	48304	5
11	48394	4.5
11	48516	4.5
11	48738	4
11	48774	4
11	48943	1
11	49205	4.5
11	49278	4.5
11	50162	3.5
11	50442	3
11	50872	4.5
11	51412	4
11	51662	5
11	51666	3
11	51698	3.5
11	52281	4
11	52287	3.5
11	52328	5
11	52722	4.5
11	52885	4.5
11	53000	5
11	53125	4
11	53464	4.5
11	53953	4.5
11	53996	4.5
11	54001	5
11	54278	3
11	54771	4.5
11	54995	4
11	55190	4
11	55232	3
11	55282	2
11	55603	3
11	55999	4.5
11	56003	1
11	56145	5
11	56174	5
11	56251	3
11	56757	5
11	56801	5
11	56949	4
11	57223	1.5
11	57368	3.5
11	57509	3.5
11	57640	4.5
11	57949	5
11	58025	3
11	58293	4.5
11	58559	5
11	58652	5
11	59014	2
11	59315	5
11	59376	0.5
11	59418	5
11	59615	2.5
11	60037	5
11	60040	4
11	60069	5
11	60161	2
11	60514	3.5
11	60516	3
11	60524	4
11	60684	5
11	60760	4.5
11	60832	4.5
11	61248	1.5
11	61465	3
11	62265	4
11	62956	2
11	63859	4.5
11	64034	4.5
11	64497	5
11	64508	0.5
11	64614	4
11	64997	5
11	64999	0.5
11	65037	3
11	65514	4
11	66171	4.5
11	66297	3
11	67197	4
11	67295	4
11	67365	3.5
11	67799	0.5
11	67867	2.5
11	68263	0.5
11	68319	5
11	69526	5
11	69945	4.5
11	70227	2.5
11	70305	0.5
11	71282	5
11	72641	5
11	82095	1
12	1	4
12	3	3
12	5	2
12	6	3
12	7	3
12	17	3
12	32	3
12	34	4
12	36	4
12	95	3
12	104	4
12	110	4
12	208	3
12	231	3
12	260	4
12	344	4
12	356	4
12	364	4
12	376	3
12	380	4
12	480	3
12	494	3
12	527	4
12	585	3
12	589	4
12	590	3
12	595	4
12	608	5
12	648	3
12	653	4
12	733	4
12	736	3
12	780	3
12	784	4
12	786	4
12	788	4
13	1	4
13	2	3
13	10	3
13	11	4
13	19	3
13	32	5
13	34	1
13	39	3
13	47	5
13	95	4
13	110	5
13	150	5
13	153	3
13	160	4
13	161	5
13	165	3
13	173	3
13	185	4
13	225	4
13	231	3
13	236	3
13	253	5
13	266	5
13	282	3
13	292	5
13	296	5
13	300	2
13	315	4
13	316	3
13	317	3
13	318	5
13	339	3
13	344	3
13	349	3
13	350	4
13	356	5
13	357	3
13	364	3
13	367	4
13	377	4
13	380	2
13	410	3
13	420	4
13	432	3
13	434	4
13	435	4
13	442	4
13	457	5
13	474	4
13	480	3
13	500	5
13	508	5
13	509	4
13	527	5
13	539	3
13	553	5
13	588	1
13	589	4
13	590	4
13	592	3
13	595	2
13	597	5
14	1	4.5
14	7	3.5
14	17	5
14	34	3
14	62	4
14	150	5
14	252	4
14	260	4
14	277	4
14	314	4
14	316	3
14	339	4.5
14	344	2
14	356	4
14	364	4.5
14	368	4.5
14	440	4.5
14	452	4.5
14	457	3.5
14	468	3.5
14	471	5
14	480	4
14	497	4.5
14	500	2
14	520	2
14	529	5
14	534	4
14	539	1.5
14	551	2
14	552	3.5
14	586	2.5
14	587	2.5
14	588	4
14	594	3.5
14	595	4.5
14	728	4.5
14	745	4
14	780	3
14	783	3
14	802	3
14	838	4
14	898	4.5
14	899	3.5
14	902	3
14	910	2
14	911	4
14	924	3.5
14	927	3.5
14	951	3.5
14	953	3.5
14	954	4.5
14	955	4.5
14	1010	3.5
14	1013	3.5
14	1020	3
14	1022	4
14	1023	4.5
14	1028	3
14	1042	3.5
14	1073	3
14	1097	3.5
14	1101	3
14	1136	4
14	1148	5
14	1177	3.5
14	1196	4
14	1197	4.5
14	1198	3
14	1204	4.5
14	1207	5
14	1210	4
14	1228	1
14	1243	5
14	1246	4.5
14	1262	4.5
14	1265	4.5
14	1269	4.5
14	1270	4
14	1271	4
14	1282	3.5
14	1291	4
14	1302	3
14	1396	5
14	1441	2.5
14	1580	3.5
14	1610	4.5
14	1682	4.5
14	1689	5
14	1721	2
14	1947	4
14	1954	2.5
14	1957	4.5
14	1962	2.5
14	2009	1
14	2010	3.5
14	2012	4
14	2018	3
14	2046	3
14	2049	3
14	2054	2.5
14	2059	4.5
14	2078	4
14	2081	3
14	2083	4
14	2087	3.5
14	2094	4
14	2100	3
14	2105	3.5
14	2115	3.5
14	2125	4.5
14	2150	4.5
14	2161	3.5
14	2174	3
14	2193	3.5
14	2294	3.5
14	2324	4.5
14	2355	3.5
14	2394	5
14	2405	3
14	2406	3
14	2414	4
14	2420	3
14	2424	3
14	2470	3
14	2501	4.5
14	2559	1
14	2571	3
14	2628	2.5
14	2687	4.5
14	2716	3.5
14	2724	4.5
14	2761	4
14	2791	2.5
14	2797	3.5
14	2804	3.5
14	2918	3
14	2966	3.5
14	2987	3
14	3033	3
14	3088	4.5
14	3097	4
14	3114	4.5
14	3156	3
14	3175	4.5
14	3269	2.5
14	3347	3
14	3360	4
14	3396	4
14	3397	4
14	3471	4
14	3512	4.5
14	3548	3.5
14	3675	4
14	3723	4
14	3751	4.5
14	3809	4
14	3916	4
14	4022	4.5
14	4027	3.5
14	4306	3.5
14	4366	3.5
14	4499	3.5
14	4535	4
14	4886	4.5
14	4896	4
14	4921	4.5
14	4995	5
14	5066	4
14	5218	4
14	5267	4
14	5299	4.5
14	5303	4
14	5309	2.5
14	5349	2.5
14	5380	4.5
14	5470	4
14	5602	3
14	5620	4
14	5629	4.5
14	5667	4
14	5747	3.5
14	5957	4.5
14	6297	5
14	6358	3.5
14	6377	4.5
14	6424	5
14	6533	4
14	6550	4
14	6639	3
14	6662	3.5
14	6753	5
14	6776	4.5
14	6863	1
14	6936	3.5
14	6979	3.5
14	7075	4
14	7161	4
14	7263	4.5
14	7395	4
14	8039	4
14	8360	4.5
14	8376	3.5
14	8529	3.5
14	8574	4
14	8580	4
14	8633	3.5
14	8695	4
14	8884	3
14	8961	4
14	8965	4.5
14	8970	4
14	8984	3.5
14	25752	4
14	26084	4
14	26133	4
14	26294	4
14	27706	4.5
14	31658	4
14	36401	1.5
14	36525	4.5
14	37739	4
14	38038	3.5
14	40339	4
14	40629	4.5
14	41566	4.5
14	44022	4
14	44709	5
14	45431	5
14	45517	4.5
14	45668	3.5
14	46062	3.5
14	46976	4.5
14	48982	4
14	50160	4.5
14	50872	4.5
14	51471	5
14	52287	5
14	53464	2.5
14	54004	1
14	55267	3
14	56915	3.5
14	60069	5
14	60487	4
15	10	2
15	11	3
15	14	2
15	17	3
15	21	3
15	34	4
15	36	3
15	39	3
15	50	3
15	141	3
15	150	4
15	153	2
15	161	3
15	165	2
15	231	3
15	246	4
15	296	3
15	300	3
15	318	3
15	326	3
15	329	3
15	344	3
15	349	3
15	356	5
15	364	4
15	377	3
15	380	3
15	434	2
15	440	3
15	457	4
15	474	4
15	480	3
15	497	3
15	500	3
15	508	3
15	515	4
15	527	5
15	534	3
15	539	4
15	586	3
15	588	3
15	590	3
15	592	3
15	593	3
15	594	4
15	595	3
15	596	4
15	608	4
15	780	3
16	1	3
16	6	3
16	39	4
16	122	4
16	223	3
16	356	4
16	539	3
16	550	5
16	587	5
16	915	3
16	916	5
16	934	4
16	1060	3
16	1126	3
16	1136	3
16	1197	5
16	1257	2
16	1265	5
16	1285	2
16	1307	3
16	1380	5
16	1394	2
16	1500	5
16	1580	4
16	1753	5
16	1923	4
16	2100	3
16	2144	4
16	2245	3
16	2248	4
16	2262	3
16	2372	3
16	2396	3
16	2406	4
16	2407	2
16	2470	4
16	2716	5
16	2747	1
16	2759	2
16	2791	4
16	2858	2
16	2867	3
16	2889	3
16	2918	3
16	2924	5
16	2997	2
16	3101	3
16	3210	4
16	3461	4
16	3477	3
16	3536	1
16	3548	5
16	3608	3
16	3760	5
16	3773	3
16	3868	5
16	4066	4
16	4085	4
16	4089	4
16	4321	3
17	6	4
17	110	4
17	377	3
17	457	5
17	480	3
17	648	3
17	1233	4
17	1270	4
17	1580	4
17	1608	4
17	1610	4
17	1876	3
17	2002	3
17	2028	5
17	2353	4
17	2683	5
17	3082	4
17	3101	5
17	3256	5
17	3578	5
17	3753	5
17	3755	4
17	3996	4
17	4019	4
17	4639	4
17	4700	3
18	186	4
18	260	1
18	296	4
18	318	4.5
18	356	4
18	383	3
18	426	1
18	480	1.5
18	527	4
18	588	4
18	592	3
18	593	3.5
18	608	4
18	830	2
18	858	4
18	912	5
18	1201	5
18	1206	4
18	1209	4
18	1211	4.5
18	1221	3.5
18	1230	4.5
18	1247	4
18	1252	4.5
18	1270	2
18	1283	4
18	1305	4.5
18	1371	2
18	1417	3
18	1580	2.5
18	1641	4
18	1784	4
